Class,Precision,Recall,F1
Duplication,0.4954128440366973,0.7941176470588235,0.6101694915254237
Non-Links,0.7666666666666667,0.6764705882352942,0.71875
Other-Links,0.7142857142857143,0.5147058823529411,0.5982905982905982
Both,0.8526315789473684,0.5955882352941176,0.7012987012987013
