Class,Precision,Recall,F1
Duplication,0.472168905950096,0.6988636363636364,0.563573883161512
Non-Links,0.6677115987460815,0.6051136363636364,0.6348733233979135
Other-Links,0.6708074534161491,0.6136363636363636,0.6409495548961425
Both,0.8018691588785046,0.609375,0.6924939467312349
