Class,Precision,Recall,F1
Duplication,0.5714285714285714,0.6792452830188679,0.6206896551724137
Non-Links,0.6792452830188679,0.6792452830188679,0.6792452830188679
Other-Links,0.7166666666666667,0.8113207547169812,0.7610619469026548
Both,0.8229166666666666,0.7452830188679245,0.7821782178217821
