Class,Precision,Recall,F1
Duplication,0.7146171693735499,0.5661764705882353,0.6317948717948718
Non-Links,0.4566160520607375,0.7738970588235294,0.5743519781718963
Other-Links,0.6940298507462687,0.5128676470588235,0.5898520084566596
Both,0.8267605633802817,0.5395220588235294,0.6529477196885428
