Class,Precision,Recall,F1
Duplication,0.49160671462829736,0.5352480417754569,0.5125000000000001
Non-Links,0.6220806794055201,0.7650130548302873,0.6861826697892272
Other-Links,0.5945330296127562,0.6814621409921671,0.635036496350365
Both,0.7568306010928961,0.7232375979112271,0.739652870493992
