Class,Precision,Recall,F1
Duplication,0.4179456906729634,0.9242819843342036,0.575609756097561
Non-Links,0.7433628318584071,0.2193211488250653,0.33870967741935487
Other-Links,0.8669724770642202,0.4934725848563969,0.6289517470881865
Both,0.9039735099337748,0.3563968668407311,0.5112359550561798
