Class,Precision,Recall,F1
Duplication,0.8566644340254521,0.8834398204109826,0.8698461276885149
Non-Links,0.765828677839851,0.852184424106372,0.8067020841847159
Other-Links,0.8526678141135973,0.8559087767795439,0.8542852215899294
Both,0.9216547684422478,0.8696778651006132,0.8949122417240613
