Class,Precision,Recall,F1
Duplication,0.4332737030411449,0.9505494505494505,0.5952322437945441
Non-Links,0.7459677419354839,0.14521193092621665,0.24310118265440211
Other-Links,0.9251781472684085,0.6114599686028257,0.7362948960302456
Both,0.9386562804284323,0.3783359497645212,0.5393006993006992
