Class,Precision,Recall,F1
Duplication,0.9109798329598696,0.9293433083956775,0.9200699516510648
Non-Links,0.869435612082671,0.9091853699085619,0.8888663145062983
Other-Links,0.9113949716139497,0.934123025768911,0.9226190476190476
Both,0.9535304125903871,0.9317331670822943,0.942505780954383
