Class,Precision,Recall,F1
Duplication,0.5167173252279635,0.7692307692307693,0.6181818181818183
Non-Links,0.7524271844660194,0.7013574660633484,0.7259953161592505
Other-Links,0.7150837988826816,0.579185520361991,0.64
Both,0.8473053892215568,0.6402714932126696,0.729381443298969
