Class,Precision,Recall,F1
Duplication,0.4864329800861768,0.8680382377389859,0.6234793641316516
Non-Links,0.7223436816790555,0.343308395677473,0.46541766445978305
Other-Links,0.8487014534191089,0.7402327514546966,0.7907647907647907
Both,0.8914344332364507,0.5417705735660848,0.6739481677761261
