Class,Precision,Recall,F1
Duplication,0.6824034334763949,0.4151436031331593,0.5162337662337663
Non-Links,0.4147651006711409,0.8067885117493473,0.5478723404255319
Other-Links,0.6979591836734694,0.4464751958224543,0.5445859872611466
Both,0.8168316831683168,0.4308093994778068,0.5641025641025641
