Class,Precision,Recall,F1
Duplication,1.0,0.022727272727272728,0.044444444444444446
Non-Links,0.5057471264367817,1.0,0.6717557251908397
Other-Links,0.5057471264367817,1.0,0.6717557251908397
Both,0.6717557251908397,1.0,0.8036529680365296
