Class,Precision,Recall,F1
Duplication,0,0.0,
Non-Links,0.36768802228412256,1.0,0.5376782077393075
Other-Links,1.0,0.2803030303030303,0.43786982248520706
Both,1.0,0.14015151515151514,0.2458471760797342
