Class,Precision,Recall,F1
Duplication,0.5555555555555556,1.0,0.7142857142857143
Non-Links,0.6666666666666666,0.2,0.30769230769230765
Other-Links,0.5294117647058824,0.9,0.6666666666666667
Both,0.7037037037037037,0.95,0.8085106382978724
