Class,Precision,Recall,F1
Duplication,0.4596875,0.7620445518908652,0.5734520174127737
Non-Links,0.6470286885245902,0.43596824301001036,0.5209321509589606
Other-Links,0.7370730776569357,0.6681079211345555,0.7008981221083189
Both,0.8225827217715977,0.5519177608845888,0.6606007341157009
