Class,Precision,Recall,F1
Duplication,0.5406060606060606,0.8198529411764706,0.6515704894083273
Non-Links,0.8140417457305503,0.7886029411764706,0.8011204481792717
Other-Links,0.7407407407407407,0.5147058823529411,0.6073752711496746
Both,0.8785625774473358,0.6516544117647058,0.7482849604221635
