Class,Precision,Recall,F1
Duplication,0.5345005149330587,0.7169746157831117,0.6124345453204514
Non-Links,0.7150556328233658,0.7098722816706938,0.712454529707258
Other-Links,0.7012395187750639,0.665340712556209,0.6828186013489529
Both,0.8292530471924159,0.6876295784381479,0.7518299881936246
