Class,Precision,Recall,F1
Duplication,0.7771406727828746,0.7021239854947332,0.7377302004898849
Non-Links,0.5678527607361963,0.7987573351743182,0.663798049340218
Other-Links,0.7736361871481265,0.6892078865444483,0.7289856398060917
Both,0.8734946294889877,0.695670958264927,0.7745069745069745
