Class,Precision,Recall,F1
Duplication,0.4492099322799097,0.7236363636363636,0.5543175487465181
Non-Links,0.6180904522613065,0.44727272727272727,0.5189873417721518
Other-Links,0.7065637065637066,0.6654545454545454,0.6853932584269663
Both,0.8010471204188482,0.5563636363636364,0.6566523605150215
