Class,Precision,Recall,F1
Duplication,0.47686832740213525,0.7389705882352942,0.5796683489545782
Non-Links,0.6872246696035242,0.5735294117647058,0.625250501002004
Other-Links,0.7023060796645703,0.6158088235294118,0.6562193927522038
Both,0.8200253485424588,0.5946691176470589,0.6893979754928077
