Class,Precision,Recall,F1
Duplication,0.49244712990936557,0.5927272727272728,0.537953795379538
Non-Links,0.6646706586826348,0.8072727272727273,0.7290640394088671
Other-Links,0.5882352941176471,0.5818181818181818,0.5850091407678245
Both,0.7732793522267206,0.6945454545454546,0.731800766283525
