Class,Precision,Recall,F1
Duplication,0.6452370468222516,0.913549459684123,0.7563010752688173
Non-Links,0.9053900386627246,0.8273067331670823,0.8645889890324682
Other-Links,0.885777045579352,0.670407315045719,0.7631890229477171
Both,0.9454283090646727,0.7488570241064006,0.8357395489070563
