Class,Precision,Recall,F1
Duplication,0.8063798219584569,0.8222390317700454,0.8142322097378276
Non-Links,0.6814386640976237,0.802571860816944,0.7370614796804446
Other-Links,0.802571860816944,0.802571860816944,0.802571860816944
Both,0.8916562889165629,0.8124054462934948,0.8501880071244806
