Class,Precision,Recall,F1
Duplication,0.5363128491620112,0.6981818181818182,0.6066350710900474
Non-Links,0.6948529411764706,0.6872727272727273,0.6910420475319927
Other-Links,0.7014388489208633,0.7090909090909091,0.705244122965642
Both,0.8222698072805139,0.6981818181818182,0.7551622418879056
