Class,Precision,Recall,F1
Duplication,0.5519951632406288,0.6906202723146747,0.6135752688172043
Non-Links,0.7097232079489,0.75642965204236,0.7323324789454412
Other-Links,0.6882621951219512,0.6830559757942511,0.6856492027334852
Both,0.8230968858131488,0.7197428139183056,0.7679580306698951
