Class,Precision,Recall,F1
Duplication,0.5015105740181269,0.4715909090909091,0.486090775988287
Non-Links,0.5857461024498887,0.7471590909090909,0.6566791510611735
Other-Links,0.5974025974025974,0.7840909090909091,0.6781326781326781
Both,0.743448275862069,0.765625,0.7543736878936319
