Class,Precision,Recall,F1
Duplication,0.6383442265795207,0.7650130548302873,0.6959619952494062
Non-Links,0.5318627450980392,0.566579634464752,0.5486725663716814
Other-Links,0.6294642857142857,0.7362924281984334,0.6787003610108303
Both,0.7759784075573549,0.7506527415143603,0.7631055076310551
