Class,Precision,Recall,F1
Duplication,0.5446428571428571,0.8970588235294118,0.6777777777777778
Non-Links,0.9,0.9264705882352942,0.9130434782608695
Other-Links,0.7586206896551724,0.3235294117647059,0.45360824742268047
Both,0.9239130434782609,0.625,0.7456140350877194
