Class,Precision,Recall,F1
Duplication,0.6964285714285714,0.7787610619469026,0.7352972683449382
Non-Links,0.7976758663623158,0.8722486952575448,0.8332972035551701
Other-Links,0.7808496291301416,0.7882913546630361,0.7845528455284554
Both,0.8824309658748342,0.8302700249602905,0.8555562050622553
