Class,Precision,Recall,F1
Duplication,0.6172458590451445,0.7899002493765586,0.6929808568824064
Non-Links,0.788227901131127,0.7820033250207814,0.7851032756102649
Other-Links,0.7760797342192691,0.7281795511221946,0.7513669990350595
Both,0.8778690504952887,0.7550914380714879,0.8118645961345101
