Class,Precision,Recall,F1
Duplication,0.4166666666666667,0.8181818181818182,0.5521472392638037
Non-Links,0.6503496503496503,0.3381818181818182,0.4449760765550239
Other-Links,0.7395833333333334,0.5163636363636364,0.6081370449678801
Both,0.8245614035087719,0.42727272727272725,0.5628742514970061
