Class,Precision,Recall,F1
Duplication,0.8353658536585366,0.49818181818181817,0.6241457858769931
Non-Links,0.4760076775431862,0.9018181818181819,0.6231155778894473
Other-Links,0.8383233532934131,0.509090909090909,0.6334841628959276
Both,0.9111842105263158,0.5036363636363637,0.6487119437939111
