Class,Precision,Recall,F1
Duplication,0.4444444444444444,0.6202723146747352,0.51784022734449
Non-Links,0.593192868719611,0.5537065052950075,0.5727699530516431
Other-Links,0.6385889128869691,0.6709531013615734,0.6543710807819992
Both,0.7633191890617633,0.6123298033282905,0.6795383001049318
