Class,Precision,Recall,F1
Duplication,0.4447539461467038,0.7246596066565809,0.5512082853855006
Non-Links,0.6714801444043321,0.5627836611195158,0.6123456790123457
Other-Links,0.6591760299625468,0.5325264750378215,0.5891213389121339
Both,0.7991169977924945,0.5476550680786687,0.6499102333931777
