Class,Precision,Recall,F1
Duplication,0.47754017461723397,0.78428927680798,0.5936295713723948
Non-Links,0.6441549537195749,0.39048212801330007,0.48622072713158226
Other-Links,0.7769660507090674,0.7514546965918537,0.7639974646101838
Both,0.8411143425684984,0.5709684123025769,0.6802005322770316
