Class,Precision,Recall,F1
Duplication,0.5006936095440673,0.9348989811776895,0.6521320163815948
Non-Links,0.9268671193016489,0.8250733897427042,0.873012972775443
Other-Links,0.7880831928049467,0.24222529371112647,0.3705563631558081
Both,0.9425041939911545,0.5337248467052422,0.6815174239082488
