Class,Precision,Recall,F1
Duplication,0.5928050675271902,0.856501467794854,0.7006639355841221
Non-Links,0.8475509080902587,0.7977896736314971,0.8219178082191781
Other-Links,0.810403832991102,0.6136834830684175,0.6984563956346476
Both,0.9076974341886038,0.7057604283616893,0.7940919249829949
