Class,Precision,Recall,F1
Duplication,0.7800124403897989,0.853641933287951,0.8151679306608884
Non-Links,0.5836385836385837,0.7592466530519628,0.6599605522682446
Other-Links,0.7152442297369833,0.6047197640117994,0.6553547276527726
Both,0.8583066239316239,0.7291808486498752,0.7884922095448411
