Class,Precision,Recall,F1
Duplication,0.8471849865951743,0.7441130298273155,0.7923109068115337
Non-Links,0.6648583484026522,0.8657770800627943,0.7521309239686328
Other-Links,0.8592592592592593,0.8194662480376766,0.8388911209321013
Both,0.9209431345353676,0.7817896389324961,0.8456803226491191
