Class,Precision,Recall,F1
Duplication,0.6074498567335244,0.6022727272727273,0.6048502139800286
Non-Links,0.45454545454545453,0.6107954545454546,0.5212121212121211
Other-Links,0.6307277628032345,0.6647727272727273,0.6473029045643154
Both,0.7650085763293311,0.6335227272727273,0.6930846930846931
