Class,Precision,Recall,F1
Duplication,0.5180995475113123,0.8419117647058824,0.6414565826330533
Non-Links,0.8,0.6323529411764706,0.7063655030800821
Other-Links,0.7871287128712872,0.5845588235294118,0.6708860759493671
Both,0.8850267379679144,0.6084558823529411,0.7211328976034858
