Class,Precision,Recall,F1
Duplication,0.527536231884058,0.8235294117647058,0.6431095406360424
Non-Links,0.7664670658682635,0.579185520361991,0.6597938144329898
Other-Links,0.7947368421052632,0.6832579185520362,0.7347931873479319
Both,0.8773584905660378,0.6312217194570136,0.7342105263157895
