Class,Precision,Recall,F1
Duplication,0.4461538461538462,0.8436363636363636,0.5836477987421383
Non-Links,0.7952380952380952,0.6072727272727273,0.688659793814433
Other-Links,0.6884057971014492,0.34545454545454546,0.4600484261501211
Both,0.8590163934426229,0.4763636363636364,0.6128654970760234
