Class,Precision,Recall,F1
Duplication,0.663859649122807,0.7425431711145997,0.7010003705075953
Non-Links,0.5731795241528479,0.6240188383045526,0.5975197294250282
Other-Links,0.6783075889858966,0.792778649921507,0.7310893955845095
Both,0.8032854209445586,0.7676609105180534,0.7850692354003612
