Class,Precision,Recall,F1
Duplication,0.5394321766561514,0.6286764705882353,0.5806451612903225
Non-Links,0.6808846761453397,0.7922794117647058,0.7323704333050126
Other-Links,0.6437389770723104,0.6709558823529411,0.657065706570657
Both,0.7975951903807615,0.7316176470588235,0.763183125599233
