Class,Precision,Recall,F1
Duplication,0.8537882144439521,0.8009143807148794,0.8265065408535278
Non-Links,0.724607329842932,0.8628428927680798,0.7877063175867957
Other-Links,0.8639736191261336,0.8711554447215295,0.8675496688741722
Both,0.9241902136457616,0.8360349127182045,0.8779050736497545
