Class,Precision,Recall,F1
Duplication,0.0,0.0,
Non-Links,0.49809885931558934,0.9924242424242424,0.6632911392405063
Other-Links,0.5,1.0,0.6666666666666666
Both,0.6658227848101266,0.9962121212121212,0.7981790591805767
