Class,Precision,Recall,F1
Duplication,0.4765990639625585,0.924357034795764,0.6289243437982501
Non-Links,0.9038461538461539,0.7110438729198184,0.7959356477561389
Other-Links,0.7835497835497836,0.27382753403933435,0.40582959641255606
Both,0.9286733238231099,0.4924357034795764,0.643598615916955
