Class,Precision,Recall,F1
Duplication,0.5483870967741935,0.6657963446475196,0.6014150943396226
Non-Links,0.6675324675324675,0.6710182767624021,0.6692708333333334
Other-Links,0.7002341920374707,0.7806788511749347,0.7382716049382717
Both,0.8128654970760234,0.7258485639686684,0.766896551724138
