Class,Precision,Recall,F1
Duplication,0.696969696969697,0.4339622641509434,0.5348837209302327
Non-Links,0.4056603773584906,0.8113207547169812,0.5408805031446542
Other-Links,0.6666666666666666,0.37735849056603776,0.4819277108433735
Both,0.8113207547169812,0.4056603773584906,0.5408805031446542
