Class,Precision,Recall,F1
Duplication,0.42039800995024873,0.8825065274151436,0.569502948609941
Non-Links,0.7272727272727273,0.3133159268929504,0.43795620437956206
Other-Links,0.8,0.4699738903394256,0.5921052631578948
Both,0.8695652173913043,0.391644908616188,0.54005400540054
